Original_Venture_Name,Year_Foundation,Alternative_Name
Blokur Ltd,2016,
"SponsorUnited, Inc.",2016,
"Veo Robotics, Inc.",2016,
Actionable Science Inc,2016,
"IntelliSpyre, Inc.",2016,
"GRAIL, Inc.",2016,
Attentive.us,2016,
Rasa Technologies Inc,2016,
"PredictiveHR, LLC",2016,
"American Robotics, Inc.",2016,
Eloquent Labs Inc.,2016,
"Alcatraz AI, Inc.",2016,
Ellcie Healthy SAS,2016,
Hatchify Inc.,2016,
Actiview Ltd,2016,
"GYANT.com, Inc.",2016,
Blue Vision Labs Inc.,2016,
XmanData,2016,
"pulseData, Inc.",2016,
"Apollo Neuroscience, Inc.",2016,
Aidemy Inc.,2016,
Cambricon Technologies Corporation Limited,2016,
TRYETING Inc.,2016,
"TwinThread, LLC",2016,
"Stockwell AI, Inc",2016,
"Intro-Blue, LLC",2016,
"FarmWise Labs, Inc.",2016,
Derq Inc.,2016,
Deep Forecast Inc.,2016,
"TensorFlight, Inc.",2016,
"Aerial Partners Co., Ltd.",2016,
allerguard ltd.,2016,
Sana Labs,2016,
Yobs,2016,
Spectronn,2016,
Case.one,2016,
Kinetica,2016,
"Skafos, LLC",2016,
Getlocal,2016,
Huiyu Education,2016,
Yolo Technology Pte Ltd,2016,
Sproutlogix,2016,
Prumentum Group,2016,
Marigold Health,2016,
Filament AI,2016,
Cerebri AI Inc.,2016,
"Shanghai Senyi Medical Technology Co., Ltd.",2016,
Mech-Mind,2016,
Kerb Technologies Pty Ltd,2016,
"Velan Studios, Inc.",2016,
Shortlyster Pty Ltd,2016,
Bdeo Technologies S.L.,2016,
Doubtnut,2016,
Digital Fineprint Limited,2016,
Tidu Information Technology,2016,
Neosurance Srl,2016,
"Beijing Deepoly Co., Ltd.",2016,
"LoomAi, Inc.",2016,
Amper Technologies,2016,
"Sudo Technologies, Inc.",2016,
"The Prumentum Group, Inc.",2016,
CaliberMind,2016,
Charlie Finance Co.,2016,
Hyper Anna Pty. Ltd.,2016,
Ascent Robotics Inc.,2016,
RetinAI Medical AG,2016,
"Thryve, Inc.",2016,
"DoNotPay, Inc.",2016,
Prisma labs inc.,2016,
Signum-Health Ltd,2016,
"Gali Health, Inc.",2016,
G2Lytics LLC,2016,
talpasolutions GmbH,2016,
Cleo AI Ltd.,2016,
"ClearBrain, Inc.",2016,
Crediwatch Information Analytics Private Limited,2016,
Gospel Technology Limited,2016,
Cera Care Limited,2016,
Mortgage Gym Limited,2016,
DataTrained Education Private Limited,2016,
Capital Com SV Investments Limited,2016,
NXM Labs Inc,2016,
"BioTuring, Inc.",2016,
Wasteless Ltd.,2016,
"Americademy, Inc",2016,
Colendi GmbH,2016,
Zego,2016,
Three I's Inc.,2016,
Fyle Technologies Pvt Ltd,2016,
Sitemark,2016,
"MarketsFlow, Inc.",2016,
WhistleDrive Pvt Ltd,2016,
Element AI Inc.,2016,
"Genvid Technologies, Inc.",2016,
"Yobs Technologies, Inc.",2016,
"Roger.ai, Inc.",2016,
healthio inc.,2016,
Parabricks,2016,
Looka (formerly Logojoy),2016,
Chatler.ai,2016,
Liftians,2016,
Knockri,2016,
Soul,2016,
hubally,2016,
DeepVideo,2016,
Quorso Global Inc.,2016,
Fenlai,2016,
NotifAi,2016,
Quantgene Inc.,2016,
"Harness, Inc.",2016,
Banuba Limited,2016,
Foxquilt Inc.,2016,
"Groundspeed Analytics, Inc.",2016,
Uniper Care Technologies Ltd.,2016,
Futurae Technologies AG,2016,
Visual Estate Ltd.,2016,
Spacemaker AS,2016,
Formalytics Holdings Pty Ltd,2016,
Thematic Ltd.,2016,
LightOn SAS,2016,
Formulate Ab,2016,
"Clobotics Co., Ltd.",2016,
Minute School Inc.,2016,
Trezeo Limited,2016,
"Payrailz, LLC",2016,
Built Robotics Inc.,2016,
TypingDNA SRL,2016,
Esports One,2016,
"AIQ Solutions, Inc.",2016,
Smartcat Platform Inc.,2016,
"8th Wall, Inc.",2016,
iVideoSmart Pte Ltd,2016,
Chatdesk Inc.,2016,
Ruum,2016,
Clarida Technologies Ltd.,2016,
nQ Medical Inc.,2016,
AnyMind Pte. Ltd.,2016,
Coya AG,2016,
Zilliz,2016,
"Skyryse, Inc.",2016,
"Prospectify, Inc.",2016,
Xertica Labs Inc.,2016,
Oriente,2016,
Mobility Work SAS,2016,
Optellum Ltd,2016,
"Nexla, Inc.",2016,
Autogrow Systems Limited,2016,
Kogniz Incorporated,2016,
Sweepatic bvba,2016,
Cognata Ltd.,2016,
"Worcket, S.A. DE C.V.",2016,
"Blue Canoe Learning, Inc.",2016,
Data Dock Inc.,2016,
"PGV Co., Ltd.",2016,
"Groq, Inc.",2016,
"Square Robot, Inc.",2016,
Innovesta Technologies Ltd,2016,
Desk Nibbles Inc.,2016,
Graphcore Limited,2016,
"Retrieva, Inc.",2016,
Findy Inc,2016,
Paperflip Inc,2016,
Portico.ai,2016,
Beijing Duibiao technology company,2016,
Vivagogy Limited,2016,
Next Spark,2016,
Mazen,2016,
Yoller,2016,
Wakeo,2016,
Referral-Ai,2016,
Horse Scout,2016,
Avasa AI,2016,
Suavei,2016,
ProNavigator,2016,
BCaster,2016,
Reactoo,2016,
Pagaya Investments,2016,
Otter.ai,2016,
LiiRN | People-Powered Transformation™,2016,
Goava,2016,
BotMaker,2016,
Shipamax Ltd.,2016,
Checkbox Technology Ltd,2016,
MiCampaña.com,2016,
VERBIT.AI,2016,
Qupital Limited,2016,
Dovetale Inc.,2016,
Edwin Technology Corp.,2016,
"DeePhi Technology Co., Ltd.",2016,
Inato,2016,
"FakeSpot, LLC",2016,
TheMathCompany Private Limited,2016,
"Fortem Technologies, Inc.",2016,
Alsid SAS,2016,
Ibex Medical Analytics Ltd,2016,
Datategy SAS,2016,
Kruzr Mobility Technology Solutions Private Limited,2016,
"Skoller, Inc.",2016,
VayaVision Sensing Ltd.,2016,
Mecuris GmbH,2016,
"MistNet.io, Inc.",2016,
"Cardiogram, Inc.",2016,
ReviveMed Inc,2016,
realXdata GmbH,2016,
People.ai,2016,
"OWKIN, INC.",2016,
Moredian,2016,
Cerebras Systems Inc.,2016,
Haishen Technology,2016,
Presagen Pty Ltd.,2016,
Yedup Ltd.,2016,
indorz inc,2016,
"Leapstack Data Technology Co., Ltd.",2016,
GrAI Matter Labs,2016,
Kraydel Limited,2016,
Luko Cover SAS,2016,
Neuralink Corp.,2016,
Signifai Inc.,2016,
Axonize Ltd.,2016,
Paylead SAS,2016,
International Compliance Workshop Limited,2016,
Syllable Corporation,2016,
"CrowdAI, Inc.",2016,
Chata Technologies Inc.,2016,
SpotQA Ltd,2016,
Bold Penguin Inc.,2016,
Qutoutiao Inc.,2016,
Teralytic Inc.,2016,
Tachyum Inc.,2016,
"Pluto AI, Inc.",2016,
"AutoX, Inc.",2016,
arabot company LTD,2016,
"HOM.MA, Inc.",2016,
Zerocracy,2016,
SammeVei,2016,
Trusted-doctor,2016,
Ation Labs Corp.,2016,
Zwoop Limited,2016,
platform.ai,2016,
SkAD Labs,2016,
Firefly.ai,2016,
DataTron Technologies Inc.,2016,
C2RO Cloud Robotics Inc.,2016,
Entropik Technologies Pvt. Ltd.,2016,
"Stella.ai, Inc.",2016,
Habana Labs Ltd.,2016,
reDock Inc.,2016,
"Wuhan LinkTime Cloud Technology Co., Ltd.",2016,
Nautilus Labs Inc.,2016,
e-cobot - SAS,2016,
Scibids Technology SAS,2016,
GreyAtom Edutech Pvt. Ltd,2016,
"3DLOOK, LLC",2016,
Mojro Technologies Pvt Ltd,2016,
Verbit Software Ltd.,2016,
Ekkono Solutions AB,2016,
Tez Financial Services Limited,2016,
"CoreBiome, Inc.",2016,
Botfuel SAS,2016,
Yumpingo Ltd,2016,
German Auto Labs GAL GmbH,2016,
"Robot Fund Co., Ltd.",2016,
"Matroid, Inc.",2016,
"Unity Influence, Inc.",2016,
Dooly Research Ltd.,2016,
Compass News,2016,
MakuSafe Corp.,2016,
"States Title Holding, Inc.",2016,
Cardlay A/S,2016,
"Autonomic, Inc.",2016,
"StructionSite, Inc.",2016,
Limbik Inc.,2016,
Caper Inc.,2016,
Zoom.ai Inc.,2016,
AURA Devices Inc.,2016,
SocialPay LLC,2016,
Whipper Ltd.,2016,
Cooperative Innovations Ltd,2016,
"Petuum, Inc.",2016,
"Databaker, Inc.",2016,
Prowler.io Limited,2016,
"HIFIVE Technology Co,LTD",2016,
Vintra Inc.,2016,
Machines With Vision Ltd.,2016,
"Metro Engines Co., Ltd.",2016,
Aervio Solutions SL,2016,
Jubiwee SAS,2016,
"Xenodata Lab. Co., Ltd.",2016,
"Avinew, Inc.",2016,
FLUIDLY Limited,2016,
oDoc Private Limited,2016,
GEC Academy,2016,
"Arraiy, Inc.",2016,
"FORWARDX ROBOTICS, Inc.",2016,
"Facebank Group, Inc.",2016,
"CloudZero, Inc.",2016,
"Woven Teams, Inc.",2016,
LeadScorz Inc.,2016,
CredoLab Pte. Ltd,2016,
NS8 Inc.,2016,
"Gryphon Online Safety, Inc.",2016,
Talenya Ltd,2016,
Engineering for All Ltd.,2016,
ACCENTA SAS,2016,
"VACAN, Inc.",2016,
Pienso Inc.,2016,
Proportunity Limited,2016,
Wisestate,2016,
AcuraStem,2016,
Quorso,2016,
"awoo Bros. Internet, Inc.",2016,
Fastcast,2016,
Aptly,2016,
Black Sesame Technologies,2016,
You Coffee,2016,
Linktopin,2016,
Jabord,2016,
Insikt Intelligence,2016,
gweek,2016,
echonovum,2016,
Yellow Messenger,2016,
DontGo,2016,
vHive,2016,
Quze.ai,2016,
HyperXchange,2016,
Sarafan Technology,2016,
halla,2016,
BidRecruit,2016,
Kaiyi Technology,2016,
Aveine,2016,
"Syndio Solutions, Inc.",2016,
CallDesk SAS,2016,
Deepleaper,2016,
"Cobalt Robotics, Inc.",2016,
DeepCode AG,2016,
GrokStyle Inc.,2016,
"Newchip, Inc.",2016,
PipeCandy Inc.,2016,
FanAI Inc.,2016,
Yu Life Limited,2016,
C2A Security,2016,
Previse Limited,2016,
Travelsify S.A.,2016,
Nalo,2016,
SignAll Technologies Zrt.,2016,
SoundAI.com,2016,
"Deep BI, Inc.",2016,
"Rekener, Inc.",2016,
"Site 1001, Inc.",2016,
Pricemoov,2016,
Crofarm Agriproducts Pvt Ltd.,2016,
Boost AI AS,2016,
Enzyme Inc.,2016,
"Aquant, Inc.",2016,
"Stride Software, Inc.",2016,
"Concourse Global Enrollment, Inc.",2016,
Biga Bid Media Ltd,2016,
"Koopid, Inc.",2016,
"FINDO, Inc.",2016,
"Yaguara, Inc",2016,
Snap2Insight Inc.,2016,
Citadel Defense Company,2016,
"StartStopMove, Inc.",2016,
Idelic Inc.,2016,
Carat Inc.,2016,
CARFIT Corp.,2016,
"Mycroft AI, Inc.",2016,
MedCircle,2016,
Henghai Ocean,2016,
"Baiing Technology (Beijing) Co., Ltd.",2016,
PricePong,2016,
Merantix,2016,
Sensorscall,2016,
Blue Wave AI Labs,2016,
CollectiveCrunch,2016,
Raizs,2016,
Unless,2016,
Petmate,2016,
"ThinkCyte, Inc.",2016,
"Truss Holdings, Inc.",2016,
Finatext UK Ltd,2016,
Kitsu,2016,
MioAssicuratore Srl,2016,
"Photoruction, Inc.",2016,
"Rulai, Inc.",2016,
SIGA,2016,
Growlabs.com Inc.,2016,
"PlusAI, Inc.",2016,
New cloud medical Group,2016,
"Dispatch Global Services, Inc.",2016,
Astound Inc.,2016,
"Promaxo, Inc.",2016,
CyberSmart Ltd.,2016,
Monarc Inc,2016,
IOMED Medical Solutions S.L.,2016,
Tenstorrent Inc.,2016,
"Insense Ads, Inc.",2016,
SourcingBot,2016,
"DeepMap, Inc.",2016,
Trifo,2016,
Lightning Semiconductor,2016,
Credit Clear Pty Ltd,2016,
Bleckwen,2016,
Valerann Ltd,2016,
Meaning Bot Inc.,2016,
"Metamoto, Inc.",2016,
Inshur Inc.,2016,
Nodalview S.A.,2016,
Dave Inc.,2016,
"Shanghai Polaris Biology Co., Ltd.",2016,
Valued,2016,
Betterhalf Private Limited,2016,
Antescofo SAS,2016,
"Beijing OrionStar Technology Co., Ltd.",2016,
Butter AI Corporation,2016,
Pensa SYSTEMS Inc.,2016,
hiveonline ApS,2016,
"One Stone Technology, LLC",2016,
"PurpleLab, LLC",2016,
Indexima,2016,
Altum Technology Oy,2016,
SweetEscape Pte Ltd,2016,
Dessa,2016,
"Perspicace Intelligence Technology Co.,Ltd.",2016,
"Shenzhen Sunvato Robot System Co., Ltd.",2016,
Apricity Fertility UK Limited,2016,
HoxHunt Oy,2016,
"Doxel, Inc.",2016,
Random Forest Capital LLC.,2016,
"Chengdu Ruiyan Technology Co., Ltd.",2016,
Ceptinel LLC,2016,
Vervoe Pty Ltd,2016,
Mystore-E,2016,
"EchoNous, Inc.",2016,
Piavita AG,2016,
"Contract Wrangler, Inc.",2016,
"Beam Solutions, Inc.",2016,
"Amperity, Inc.",2016,
WayCare Technologies Ltd.,2016,
Cyware Labs Inc.,2016,
"Liberaware Co.,Ltd.",2016,
2021.AI,2016,
AppBi,2016,
Datmo,2016,
GameScorekeeper,2016,
Find Solution Ai,2016,
Life Whisperer,2016,
Lightning AI,2016,
Keakie,2016,
Cazza,2016,
SKM Tracking,2016,
Taechyon Robotics Corporation,2016,
Lingzhi Technology,2016,
HelloTeam,2016,
Cythereal Inc.,2016,
Scanta,2016,
MatchU,2016,
VALUESHIPR (M/s. DECKER LOGISTICS PVT LTD),2016,
GraphPath,2016,
"Retainable, Inc. (formerly known as QuitAlert)",2016,
Perceive,2016,
Zenloop,2016,
Popertee Ltd.,2016,
Rovco Ltd,2016,
"Hubware, SAS",2016,
ultimate.ai,2016,
Ondilo SAS,2016,
"Amplero, Inc.",2016,
"Certn Holdings, Inc.",2016,
"Ciphertext Solutions, Inc.",2016,
Hotelmize ltd.,2016,
"Aptology, Inc.",2016,
SAM Seamless Network,2016,
"Slingshot Aerospace, Inc.",2016,
Canvass Analytics Inc.,2016,
"Relativity6, Inc.",2016,
Embark Trucks Inc.,2016,
Uniti Sweden AB (publ),2016,
"Diesel Labs, Inc.",2016,
Innoviz Technologies Ltd.,2016,
"Athelas, Inc.",2016,
Grabango Co.,2016,
Chip Financial Ltd.,2016,
Exabel AS,2016,
"K Health, Inc.",2016,
CitySwifter,2016,
Mihup Communications Private Limited,2016,
Agnext Technologies Private Limited,2016,
Monolith AI Limited,2016,
RexAI B.V.,2016,
"Edgewise Networks, Inc.",2016,
"Tricorn (Beijing) Technology Co., Ltd.",2016,
AgreenCulture,2016,
GreyCortex s.r.o.,2016,
Zerogrado S.R.L.,2016,
Valohai Oy,2016,
Metcela Inc.,2016,
"NewtonX, Inc.",2016,
"RepIQ, Inc.",2016,
"Dgraph Labs, Inc.",2016,
"AnswersNow, LLC",2016,
Intello Labs (India) Pvt Ltd,2016,
Hedvig AB,2016,
Jellysmack,2016,
"PACT Pharma, Inc.",2016,
"Xwing, Inc.",2016,
Cognovi Labs LLC,2016,
Monoxer Inc.,2016,
"Shenzhen DeepVision Innovation Technology Co., Ltd.",2016,
"Zoba, Inc.",2016,
Popsa International Limited,2016,
"PathAI, Inc.",2016,
Henry Labs AB,2016,
SomaDetect Inc.,2016,
Black Swan Technology,2016,
Contexta360,2016,
Waste Robotics,2016,
Adverty,2016,
WYKER,2016,
"Inference Analytics, Inc.",2016,
PassiveLogic,2016,
RobotX Space,2016,
Maxwell Plus,2016,
Datalog.ai,2016,
Reason8,2016,
"Platterz, Inc.",2016,
Gitty,2016,
MDBox,2016,
"DomiDocs, Inc.",2016,
boodleAI,2016,
IntelliSports,2016,
Clockwise Inc.,2016,
"Maxxsure, LLC",2016,
Formotiv LLC,2016,
RStor Inc.,2016,
"Shenzhen Bangmart Technology Co., Ltd.",2016,
Muniu Box,2016,
JumpCrew LLC,2016,
Knowledge Officer Ltd,2016,
SensorFlow Ltd,2016,
"Kika Tech, Inc.",2016,
Daedalean AG,2016,
Tend.ai,2016,
Kolmostar Inc.,2016,
"Lirio, LLC",2016,
Wonderkind Global B.V.,2016,
"Cien, Inc",2016,
"PATTERN89, Inc.",2016,
MagicX,2016,
"Atlazo, Inc.",2016,
HeyJobs GmbH,2016,
Georges.tech SAS,2016,
"Toudengcang Internet Technology (Shenzhen) Co., Ltd.",2016,
"SharkDreams, LLC",2016,
"MDMetrix, Inc.",2016,
"Soft Robot Tech Co., Ltd.",2016,
Seengene Inc.,2016,
Fleetonomy LTD,2016,
XNOR.ai,2016,
Bubble Student Limited,2016,
"WireWheel, Inc.",2016,
Aidoc LTD,2016,
"Passage AI, Inc.",2016,
POSRocket,2016,
GoodTime.io,2016,
AISing Ltd.,2016,
"Henry Labs, Inc.",2016,
Mesaic Technology GmbH,2016,
"Wicket Labs, Inc.",2016,
FreightWaves,2016,
"Jiseki Health, Inc.",2016,
SAS SYSCOBAT,2016,
"Alchemie Solutions, Inc.",2016,
Quantexa Limited,2016,
CrediBLL Inc.,2016,
"Black Sesame Intelligent Technology Co., Ltd.",2016,
"Tortuga Agricultural Technologies, Inc.",2016,
Fenris Digital,2016,
"Pattern Computer, Inc.",2016,
Naborly Inc.,2016,
GoldSpot Discoveries Corp.,2016,
"Jingle Magic (Beijing) Technology Co., Ltd.",2016,
Swae,2016,
Jingle Magic (Beijing) Technology,2016,
ChallengeRocket,2016,
Vyasa Analytics,2016,
Mercanto,2016,
nymea.io,2016,
Umaneo,2016,
ArtBnk LLC,2016,
"Omnify.ai, Inc.",2016,
Tuple Technologies,2016,
"Speak Music, Inc.",2016,
"Uru, Inc.",2016,
Visor,2016,
"Vital4Data, Inc.",2016,
Aeronyde Corporation,2016,
"Chefling, Inc.",2016,
"Essential Platform Services, Inc.",2016,
Running Care,2016,
OneGCC,2016,
"Petal Card, Inc.",2016,
Maliyya Limited,2016,
Kapiche Pty Ltd.,2016,
Rasa Technologies GmbH,2016,
OR Link,2016,
Traptic Inc.,2016,
Crabi Inc.,2016,
Vidrovr Inc.,2016,
"Imubit, Inc.",2016,
SAS HostnFly,2016,
Ava Robotics Inc.,2016,
Delfos Intelligent Maintenance,2016,
IDwall Technology LTDA,2016,
Stellaralgo Corp.,2016,
"Machinify, Inc.",2016,
"Shipwell, Inc.",2016,
"Artrendex, Inc.",2016,
5Analytics GmbH,2016,
"NextVPU (Shanghai) Co., Ltd.",2016,
EnzBond Ltd,2016,
RubrYc Therapeutics Inc.,2016,
Localize.city INC.,2016,
"Miso Robotics, Inc.",2016,
AVA Technologies Inc.,2016,
BrandTotal Ltd,2016,
"Seez, FZ",2016,
HireSweet SAS,2016,
UVEye Ltd.,2016,
"Youper, Inc.",2016,
"Dashbot, Inc.",2016,
"Hugging Face, Inc.",2016,
"Epytom, Inc.",2016,
PressLogic Limited,2016,
AdeptMind Inc.,2016,
"Sucheon (Xiamen) Technology Co., Ltd.",2016,
Quantum Talent SAC,2016,
Einride AB,2016,
Alchemy IoT Inc.,2016,
"Synchronous Health, Inc.",2016,
"Culture Biosciences, Inc.",2016,
"DirecTech Labs, Inc.",2016,
Veri5digital,2016,
Kheiron Medical Technologies Ltd,2016,
vHive Tech Ltd,2016,
Hubstairs,2016,
"Soeasy, Inc.",2016,
Galaxy Space,2016,
"Elvez, Inc.",2016,
Zepl,2016,
"Pony.AI, Inc.",2016,
Sasuke Financial Lab Inc.,2016,
Mylestone,2016,
Forecast,2016,
DeepSig Inc.,2016,
"Kinetica Db, Inc.",2016,
DecorMatters,2016,
Teach n Learn Pte Ltd,2016,
PipelineAI,2016,
Divinio AI,2016,
Fireflies.ai,2016,
"Bambu Tech, Inc.",2016,
Tresorio SAS,2016,
DiffBlue Limited,2016,
Implicity,2016,
Mapadore Srl,2016,
Town STORY Inc.,2016,
GeoQuant,2016,
Lumoame Oy,2016,
"Rubica, Inc.",2016,
Bruce SAS,2016,
Remine LLC,2016,
Zenhomes GmbH,2016,
Mutuo Financiera,2016,
TalkBank,2016,
BruVue,2016,
"Moveworks, Inc.",2016,
"Ignite Biosciences, Inc.",2016,
"LogicHub, Inc.",2016,
Sure Inc.,2016,
"Electric AI, Inc.",2016,
FluroSat Pty Ltd,2016,
"CLARA analytics, Inc.",2016,
Dispatch Inc.,2016,
"Firefly Health, Inc.",2016,
Clir Renewables Inc.,2016,
"Apollo Agriculture, Inc.",2016,
Zegami Limited,2016,
"Paradox, Inc.",2016,
Aiden,2016,
Proprio Vision,2016,
Meta Company,2016,
Sancare,2016,
"Hengkai Intelligent Technology Co., Ltd.",2016,
Cognigo Inc.,2016,
"Flo Health, Inc.",2016,
DRAGONERA LTD.,2016,
VoxelCloud Inc.,2016,
Soul Machines Limited,2016,
"eightfold, inc.",2016,
"Element Data, Inc.",2016,
"Coverfy Insurance Services, Correduría de Seguros, S.L.",2016,
replex GmbH,2016,
"Canary Speech, LLC",2016,
Shoptelligence Inc.,2016,
"Sunbit, Inc.",2016,
WATRIX.AI,2016,
"Fincura, Inc.",2016,
Heptagon Technologies Private Limited,2016,
Van Robotics,2016,
"NumberAI, Inc.",2016,
ExaWizards Inc.,2016,
DataCubes Inc.,2016,
Inventrom Pvt.Ltd. (Bolt IoT),2016,
Helfie Pty Ltd,2016,
Sips by,2016,
Fumi Technology,2016,
Jovian Technologies,2016,
Digital Claim,2017,
Lightmatter,2017,
Arabesque S-Ray,2017,
Prestio,2017,
CoLane,2017,
Scoutbound,2017,
Tended,2017,
Helios Data Inc.,2017,
ePallet,2017,
InterVenn Biosciences,2017,
MaterialsZone LTD.,2017,
Rich AI,2017,
Edgecase,2017,
Scailyte AG,2017,
"Medinas, Inc.",2017,
"Uizard Technologies, Inc",2017,
Salaryo Financial Technologies Ltd.,2017,
"Xpansiv Data Systems, Inc.",2017,
Fairjungle SAS,2017,
"Modumate, Inc.",2017,
Linkfin Technology,2017,
"Harena Data, Inc",2017,
Blue Hexagon Inc.,2017,
Fresh Energy GmbH,2017,
Mostly AI Solutions MP GmbH,2017,
Simplr Solutions Inc.,2017,
Taunt,2017,
"Pulse Labs AI, Inc.",2017,
"Amesite, Inc.",2017,
"Shenzhen Shangpiaoquan Technology Co., Ltd.",2017,
Co-Star Astrology Society Corporation,2017,
"Myia Labs, Inc.",2017,
Stravito AB,2017,
"Datavant, Inc.",2017,
"Flipside Crypto, INC.",2017,
Skillogs,2017,
Pryon Inc.,2017,
L2F SA,2017,
"Allganize, Inc.",2017,
Userbot Srl,2017,
"Postie, Inc.",2017,
YizhiIntelligent,2017,
Inthegame,2017,
DeepCoding,2017,
Houzen,2017,
LoanXchain,2017,
UPCUE,2017,
Cardiomatics,2017,
Beatpte.com,2017,
River iGaming,2017,
"Other Mind, Inc.",2017,
Andrson Music,2017,
"nēdl (as in, 'the haystack')",2017,
Crane Ai,2017,
"Streem, Inc.",2017,
EntirID,2017,
"Holomatic (Beijing) Co., Ltd.",2017,
Refundit,2017,
"Paperless Parts, Inc.",2017,
"Kebotix, Inc.",2017,
Agara Labs,2017,
ROYBI INC,2017,
"BLEEXO, SARL",2017,
Goin,2017,
Grabit Interactive Media Inc.,2017,
"Tombot, Inc.",2017,
"Fortressiq, Inc.",2017,
"Aiqudo, Inc.",2017,
"Cylera, Inc.",2017,
Moesif Inc.,2017,
"Shenzhen Roadstar AI Co., Ltd.",2017,
"Bitzumi, Inc.",2017,
"Virgo Surgical Video Solutions, Inc.",2017,
CryptoNumerics Inc.,2017,
"OODA Health, Inc.",2017,
Okapi,2017,
Overtok Ltd.,2017,
Conundrum Industrial Limited,2017,
Hailo Technologies Ltd,2017,
Causaly Inc.,2017,
"Solidus Labs, Inc.",2017,
"Driveroo, Inc.",2017,
superQuery,2017,
PictureWealth Pty Ltd.,2017,
FunnelAI,2017,
Deciphex Limited,2017,
PointCheckout Holding Company Ltd,2017,
HealthMatch Pty Ltd,2017,
Geniebook Pte. Ltd.,2017,
Huckleberry,2017,
"Shenzhen ECHIEV Automatic Driving Technology Co., LTD.",2017,
"TG-17, Inc.",2017,
"Apostle, Inc.",2017,
Globacap Limited,2017,
Wisy,2017,
Curai,2017,
HoloMatic,2017,
Impira,2017,
Vivelab Ergo Kft.,2017,
Scout FM,2017,
Cove,2017,
WiBASE,2017,
Seven Sensing Software BV,2017,
BrighterBins,2017,
Nori Health,2017,
Ares Genetics GmbH,2017,
"Flirtar, Inc.",2017,
Krisp,2017,
Narrator,2017,
Acenna Data,2017,
Shieldox Security Ltd,2017,
The MoonVision GmbH,2017,
"EAMS LAB Co., Ltd.",2017,
"Sunday Ins Co., Ltd",2017,
Reflectly ApS,2017,
GeoSpark Inc.,2017,
Bellwethr Inc.,2017,
Empath Inc.,2017,
Perceptive AI Ltd.,2017,
"Praestan Health, LLC",2017,
ProteinQure Inc.,2017,
CyGlass Inc.,2017,
"Protego Labs, Inc.",2017,
NoTraffic Ltd.,2017,
Heedbook Cloud,2017,
Magic AI Corp,2017,
IntelliFlux LLC,2017,
iFollow SAS,2017,
"SambaNova Systems, Inc.",2017,
"Socrates AI, Inc.",2017,
Phantom Auto Inc.,2017,
GEOWOX LIMITED,2017,
"ChronWell, Inc.",2017,
VDOO Connected Trust Ltd.,2017,
SuccessData Ltd,2017,
"NeuroBlade, LTD.",2017,
Recogni Inc.,2017,
MindAffect B.V.,2017,
"Fleat Network, LLC",2017,
FRONTASTIC GmbH,2017,
NetChain Squared LLC,2017,
Universal Mofly,2017,
IntSite Ltd.,2017,
"Sonavi Labs, Inc.",2017,
Synthesia Ltd.,2017,
"Scotty Labs, Inc.",2017,
People-Analytix AG,2017,
Brex Inc.,2017,
AtomBeam Technologies,2017,
Olvin,2017,
HealthLytix,2017,
Newsology,2017,
Workathlon,2017,
NetOP Technology,2017,
NanoNets,2017,
Namu,2017,
Rossum,2017,
AlgoTrace,2017,
ZenScreen,2017,
TelosTouch,2017,
Fritz AI,2017,
TeRra VR,2017,
Agility Scales,2017,
AI4ALL,2017,
Ansaro,2017,
PIVOT Fintech,2017,
Vector Institute,2017,
Cylus Cyber Security Ltd.,2017,
Andrson,2017,
"ANAMNESE, SAS",2017,
Recko Software Private Limited,2017,
"Cargo Chief, Inc.",2017,
Wakecap Technologies FZ LLC,2017,
TRM Labs Inc.,2017,
Lifebit Ltd,2017,
Mavenoid AB,2017,
Main Street Data Corp,2017,
Legartis Technology AG,2017,
"Humu, Inc.",2017,
Intelistyle Ltd.,2017,
GUARD-EX CORP.,2017,
Deep Lens Inc.,2017,
Metawave Corporation,2017,
See-Mode Technologies Pte. Ltd.,2017,
Life Biosciences LLC,2017,
"Forethought Technologies, Inc.",2017,
Ambit AI Limited,2017,
Stratio Automotive,2017,
Finkey SAS,2017,
Graffity Inc.,2017,
Silot Pte. Ltd.,2017,
MindTrace Limited,2017,
BlockFraud Inc.,2017,
"Avenda Health, Inc.",2017,
Must App Corp.,2017,
Tastewise,2017,
Explorium Ltd.,2017,
Diligent Robotics Inc.,2017,
"IKONA, Inc.",2017,
Domotron,2017,
Claims Genius,2017,
NovaKid,2017,
Above,2017,
"Lightmatter, Inc.",2017,
We Build Bots,2017,
Aichoo,2017,
Polygram,2017,
Verne,2017,
"LearningPal, Inc.",2017,
SKYSYS Intelligent Technology Limited,2017,
Aly Pte. Ltd.,2017,
mabl Inc.,2017,
FinScience,2017,
Fivecast Pty Ltd,2017,
Boost.rs SAS,2017,
"Vndly, Inc",2017,
Ins For Renascence,2017,
Rockmelon Project Pty Ltd,2017,
Daitum,2017,
"Spring Discovery, Inc",2017,
MiaoCode,2017,
"Robobloq Co., Ltd.",2017,
Genus AI,2017,
Verzeo Edutech Pvt. Ltd.,2017,
Feebris Ltd,2017,
Data Chemist Limited,2017,
RevLifter Limited,2017,
"Joveo, Inc.",2017,
Clootrack Software Labs Private Limited,2017,
NextMind SAS,2017,
AICURA medical GmbH,2017,
SPIFF,2017,
OOVA Inc.,2017,
